time temperature C O Mg Si CO C2 O2 C_{grain} Si_{grain}
1.801089e+07 2.479676e+03 2.756536e+50 4.372803e+51 1.361909e+51 2.469380e+51 6.052696e+49 1.747270e+42 1.217462e+52 2.741564e+51 0.000000e+00 
1.801361e+07 2.479357e+03 2.745215e+50 4.372803e+51 1.361909e+51 2.469380e+51 6.052696e+49 1.733633e+42 1.217462e+52 2.742696e+51 0.000000e+00 
1.801722e+07 2.478935e+03 2.731660e+50 4.372803e+51 1.361909e+51 2.469380e+51 6.052697e+49 1.716025e+42 1.217462e+52 2.744052e+51 0.000000e+00 
1.802102e+07 2.478491e+03 2.716267e+50 4.372802e+51 1.361909e+51 2.469380e+51 6.052697e+49 1.697414e+42 1.217462e+52 2.745591e+51 0.000000e+00 
1.802469e+07 2.478063e+03 2.702622e+50 4.372802e+51 1.361909e+51 2.469380e+51 6.052698e+49 1.679746e+42 1.217462e+52 2.746955e+51 0.000000e+00 
1.802770e+07 2.477712e+03 2.691387e+50 4.372802e+51 1.361909e+51 2.469380e+51 6.052698e+49 1.665587e+42 1.217462e+52 2.748079e+51 0.000000e+00 
1.803069e+07 2.477364e+03 2.679426e+50 4.372802e+51 1.361909e+51 2.469380e+51 6.052699e+49 1.651580e+42 1.217462e+52 2.749275e+51 0.000000e+00 
1.803509e+07 2.476853e+03 2.663029e+50 4.372801e+51 1.361909e+51 2.469380e+51 6.052699e+49 1.630728e+42 1.217462e+52 2.750915e+51 0.000000e+00 
1.803831e+07 2.476481e+03 2.648747e+50 4.372801e+51 1.361909e+51 2.469380e+51 6.052700e+49 1.616082e+42 1.217462e+52 2.752343e+51 0.000000e+00 
1.804205e+07 2.476050e+03 2.637138e+50 4.372801e+51 1.361909e+51 2.469380e+51 6.052700e+49 1.598947e+42 1.217462e+52 2.753504e+51 0.000000e+00 
1.804467e+07 2.475747e+03 2.627084e+50 4.372801e+51 1.361909e+51 2.469380e+51 6.052700e+49 1.587528e+42 1.217462e+52 2.754509e+51 0.000000e+00 
1.804857e+07 2.475297e+03 2.612597e+50 4.372800e+51 1.361909e+51 2.469380e+51 6.052701e+49 1.569735e+42 1.217462e+52 2.755958e+51 0.000000e+00 
1.805266e+07 2.474827e+03 2.597655e+50 4.372800e+51 1.361909e+51 2.469380e+51 6.052701e+49 1.551582e+42 1.217462e+52 2.757452e+51 0.000000e+00 
1.805625e+07 2.474416e+03 2.584422e+50 4.372800e+51 1.361909e+51 2.469380e+51 6.052702e+49 1.536327e+42 1.217462e+52 2.758775e+51 0.000000e+00 
1.805939e+07 2.474057e+03 2.573364e+50 4.372800e+51 1.361909e+51 2.469380e+51 6.052702e+49 1.522873e+42 1.217462e+52 2.759881e+51 0.000000e+00 
1.806232e+07 2.473721e+03 2.562816e+50 4.372799e+51 1.361909e+51 2.469380e+51 6.052703e+49 1.510496e+42 1.217462e+52 2.760936e+51 0.000000e+00 
1.806594e+07 2.473308e+03 2.550149e+50 4.372799e+51 1.361909e+51 2.469380e+51 6.052703e+49 1.495203e+42 1.217462e+52 2.762203e+51 0.000000e+00 
1.806950e+07 2.472902e+03 2.537072e+50 4.372799e+51 1.361909e+51 2.469380e+51 6.052704e+49 1.480280e+42 1.217462e+52 2.763510e+51 0.000000e+00 
1.807323e+07 2.472478e+03 2.524082e+50 4.372799e+51 1.361909e+51 2.469380e+51 6.052704e+49 1.464945e+42 1.217462e+52 2.764809e+51 0.000000e+00 
1.807778e+07 2.471962e+03 2.507809e+50 4.372798e+51 1.361909e+51 2.469380e+51 6.052705e+49 1.446187e+42 1.217462e+52 2.766437e+51 0.000000e+00 
1.808128e+07 2.471565e+03 2.496221e+50 4.372798e+51 1.361909e+51 2.469380e+51 6.052705e+49 1.432512e+42 1.217462e+52 2.767595e+51 0.000000e+00 
1.808499e+07 2.471146e+03 2.483468e+50 4.372798e+51 1.361909e+51 2.469380e+51 6.052705e+49 1.417849e+42 1.217462e+52 2.768871e+51 0.000000e+00 
1.808886e+07 2.470709e+03 2.469176e+50 4.372797e+51 1.361909e+51 2.469380e+51 6.052706e+49 1.402791e+42 1.217462e+52 2.770300e+51 0.000000e+00 
1.809286e+07 2.470258e+03 2.456159e+50 4.372797e+51 1.361909e+51 2.469380e+51 6.052706e+49 1.387312e+42 1.217462e+52 2.771602e+51 0.000000e+00 
1.809730e+07 2.469759e+03 2.441490e+50 4.372797e+51 1.361909e+51 2.469380e+51 6.052707e+49 1.370253e+42 1.217462e+52 2.773069e+51 0.000000e+00 
1.810129e+07 2.469312e+03 2.427102e+50 4.372796e+51 1.361909e+51 2.469380e+51 6.052707e+49 1.355223e+42 1.217462e+52 2.774507e+51 0.000000e+00 
1.810406e+07 2.469001e+03 2.418982e+50 4.372796e+51 1.361909e+51 2.469380e+51 6.052708e+49 1.345587e+42 1.217462e+52 2.775319e+51 0.000000e+00 
1.810751e+07 2.468615e+03 2.407209e+50 4.372796e+51 1.361909e+51 2.469380e+51 6.052708e+49 1.332693e+42 1.217462e+52 2.776497e+51 0.000000e+00 
1.811062e+07 2.468268e+03 2.397226e+50 4.372796e+51 1.361909e+51 2.469380e+51 6.052708e+49 1.321522e+42 1.217462e+52 2.777495e+51 0.000000e+00 
1.811578e+07 2.467692e+03 2.379918e+50 4.372795e+51 1.361909e+51 2.469380e+51 6.052709e+49 1.302704e+42 1.217462e+52 2.779226e+51 0.000000e+00 
1.812017e+07 2.467205e+03 2.366174e+50 4.372795e+51 1.361909e+51 2.469380e+51 6.052709e+49 1.287263e+42 1.217462e+52 2.780600e+51 0.000000e+00 
1.812254e+07 2.466941e+03 2.358545e+50 4.372795e+51 1.361909e+51 2.469380e+51 6.052710e+49 1.279216e+42 1.217462e+52 2.781363e+51 0.000000e+00 
1.812682e+07 2.466466e+03 2.343039e+50 4.372795e+51 1.361909e+51 2.469380e+51 6.052710e+49 1.263851e+42 1.217463e+52 2.782914e+51 0.000000e+00 
1.813441e+07 2.465627e+03 2.319031e+50 4.372794e+51 1.361909e+51 2.469380e+51 6.052711e+49 1.237824e+42 1.217463e+52 2.785314e+51 0.000000e+00 
1.813951e+07 2.465064e+03 2.304449e+50 4.372794e+51 1.361909e+51 2.469380e+51 6.052711e+49 1.221184e+42 1.217463e+52 2.786773e+51 0.000000e+00 
1.814172e+07 2.464821e+03 2.297573e+50 4.372793e+51 1.361909e+51 2.469380e+51 6.052712e+49 1.214235e+42 1.217463e+52 2.787460e+51 0.000000e+00 
1.814654e+07 2.464291e+03 2.282572e+50 4.372793e+51 1.361909e+51 2.469380e+51 6.052712e+49 1.198338e+42 1.217463e+52 2.788960e+51 0.000000e+00 
1.815275e+07 2.463610e+03 2.263903e+50 4.372793e+51 1.361909e+51 2.469380e+51 6.052713e+49 1.178191e+42 1.217463e+52 2.790827e+51 0.000000e+00 
1.815817e+07 2.463018e+03 2.247458e+50 4.372792e+51 1.361909e+51 2.469380e+51 6.052713e+49 1.161089e+42 1.217463e+52 2.792472e+51 0.000000e+00 
1.816139e+07 2.462666e+03 2.237710e+50 4.372792e+51 1.361909e+51 2.469380e+51 6.052714e+49 1.151316e+42 1.217463e+52 2.793446e+51 0.000000e+00 
1.816553e+07 2.462214e+03 2.225333e+50 4.372792e+51 1.361909e+51 2.469380e+51 6.052714e+49 1.138399e+42 1.217463e+52 2.794684e+51 0.000000e+00 
1.816915e+07 2.461821e+03 2.214535e+50 4.372791e+51 1.361909e+51 2.469380e+51 6.052714e+49 1.127656e+42 1.217463e+52 2.795764e+51 0.000000e+00 
1.817385e+07 2.461310e+03 2.199631e+50 4.372791e+51 1.361909e+51 2.469380e+51 6.052715e+49 1.113224e+42 1.217463e+52 2.797254e+51 0.000000e+00 
1.817829e+07 2.460828e+03 2.187468e+50 4.372791e+51 1.361909e+51 2.469380e+51 6.052715e+49 1.100079e+42 1.217463e+52 2.798471e+51 0.000000e+00 
1.818224e+07 2.460400e+03 2.176072e+50 4.372790e+51 1.361909e+51 2.469380e+51 6.052716e+49 1.088674e+42 1.217463e+52 2.799610e+51 0.000000e+00 
1.818533e+07 2.460066e+03 2.167196e+50 4.372790e+51 1.361909e+51 2.469380e+51 6.052716e+49 1.079900e+42 1.217463e+52 2.800498e+51 0.000000e+00 
1.818863e+07 2.459710e+03 2.157701e+50 4.372790e+51 1.361909e+51 2.469380e+51 6.052716e+49 1.070520e+42 1.217463e+52 2.801447e+51 0.000000e+00 
1.819246e+07 2.459296e+03 2.146671e+50 4.372790e+51 1.361909e+51 2.469380e+51 6.052717e+49 1.059572e+42 1.217463e+52 2.802550e+51 0.000000e+00 
1.819715e+07 2.458791e+03 2.133069e+50 4.372789e+51 1.361909e+51 2.469380e+51 6.052717e+49 1.046191e+42 1.217463e+52 2.803911e+51 0.000000e+00 
1.820069e+07 2.458410e+03 2.121714e+50 4.372789e+51 1.361909e+51 2.469380e+51 6.052717e+49 1.036575e+42 1.217463e+52 2.805046e+51 0.000000e+00 
1.820406e+07 2.458049e+03 2.113940e+50 4.372789e+51 1.361909e+51 2.469380e+51 6.052718e+49 1.027509e+42 1.217463e+52 2.805823e+51 0.000000e+00 
1.820619e+07 2.457820e+03 2.107952e+50 4.372789e+51 1.361909e+51 2.469380e+51 6.052718e+49 1.021848e+42 1.217463e+52 2.806422e+51 0.000000e+00 
1.821263e+07 2.457130e+03 2.088082e+50 4.372788e+51 1.361909e+51 2.469380e+51 6.052718e+49 1.004110e+42 1.217463e+52 2.808409e+51 0.000000e+00 
1.821583e+07 2.456788e+03 2.081236e+50 4.372788e+51 1.361909e+51 2.469380e+51 6.052719e+49 9.959044e+41 1.217463e+52 2.809094e+51 0.000000e+00 
1.821837e+07 2.456517e+03 2.074320e+50 4.372788e+51 1.361909e+51 2.469380e+51 6.052719e+49 9.893888e+41 1.217463e+52 2.809785e+51 0.000000e+00 
1.822256e+07 2.456070e+03 2.062902e+50 4.372788e+51 1.361909e+51 2.469380e+51 6.052719e+49 9.783453e+41 1.217463e+52 2.810927e+51 0.000000e+00 
1.822671e+07 2.455628e+03 2.051090e+50 4.372787e+51 1.361909e+51 2.469380e+51 6.052720e+49 9.677806e+41 1.217463e+52 2.812108e+51 0.000000e+00 
1.823113e+07 2.455158e+03 2.039774e+50 4.372787e+51 1.361909e+51 2.469380e+51 6.052720e+49 9.566278e+41 1.217463e+52 2.813240e+51 0.000000e+00 
1.823581e+07 2.454661e+03 2.027042e+50 4.372787e+51 1.361909e+51 2.469380e+51 6.052720e+49 9.448523e+41 1.217463e+52 2.814513e+51 0.000000e+00 
1.823823e+07 2.454404e+03 2.020565e+50 4.372786e+51 1.361909e+51 2.469380e+51 6.052721e+49 9.390475e+41 1.217463e+52 2.815161e+51 0.000000e+00 
1.824365e+07 2.453830e+03 2.006545e+50 4.372786e+51 1.361909e+51 2.469380e+51 6.052721e+49 9.254653e+41 1.217463e+52 2.816563e+51 0.000000e+00 
1.824864e+07 2.453302e+03 1.993342e+50 4.372786e+51 1.361909e+51 2.469380e+51 6.052721e+49 9.136274e+41 1.217463e+52 2.817883e+51 0.000000e+00 
1.825372e+07 2.452766e+03 1.980097e+50 4.372785e+51 1.361909e+51 2.469380e+51 6.052722e+49 9.013934e+41 1.217463e+52 2.819208e+51 0.000000e+00 
1.825824e+07 2.452290e+03 1.968617e+50 4.372785e+51 1.361909e+51 2.469380e+51 6.052722e+49 8.910192e+41 1.217463e+52 2.820356e+51 0.000000e+00 
1.826331e+07 2.451756e+03 1.954681e+50 4.372785e+51 1.361909e+51 2.469380e+51 6.052722e+49 8.791529e+41 1.217463e+52 2.821749e+51 0.000000e+00 
1.826780e+07 2.451284e+03 1.944249e+50 4.372784e+51 1.361909e+51 2.469380e+51 6.052723e+49 8.689558e+41 1.217463e+52 2.822793e+51 0.000000e+00 
1.827184e+07 2.450861e+03 1.933947e+50 4.372784e+51 1.361909e+51 2.469380e+51 6.052723e+49 8.599851e+41 1.217463e+52 2.823823e+51 0.000000e+00 
1.827713e+07 2.450305e+03 1.920835e+50 4.372784e+51 1.361909e+51 2.469380e+51 6.052724e+49 8.480961e+41 1.217463e+52 2.825134e+51 0.000000e+00 
1.828093e+07 2.449908e+03 1.911411e+50 4.372783e+51 1.361909e+51 2.469380e+51 6.052724e+49 8.400337e+41 1.217463e+52 2.826076e+51 0.000000e+00 
1.828490e+07 2.449493e+03 1.901521e+50 4.372783e+51 1.361909e+51 2.469380e+51 6.052724e+49 8.313226e+41 1.217463e+52 2.827065e+51 0.000000e+00 
1.828907e+07 2.449058e+03 1.890822e+50 4.372783e+51 1.361909e+51 2.469380e+51 6.052724e+49 8.224592e+41 1.217463e+52 2.828135e+51 0.000000e+00 
1.829404e+07 2.448539e+03 1.878904e+50 4.372783e+51 1.361909e+51 2.469380e+51 6.052725e+49 8.117813e+41 1.217463e+52 2.829327e+51 0.000000e+00 
1.829663e+07 2.448269e+03 1.872813e+50 4.372782e+51 1.361909e+51 2.469380e+51 6.052725e+49 8.066212e+41 1.217463e+52 2.829936e+51 0.000000e+00 
1.830183e+07 2.447728e+03 1.859805e+50 4.372782e+51 1.361909e+51 2.469380e+51 6.052725e+49 7.955757e+41 1.217463e+52 2.831237e+51 0.000000e+00 
1.830557e+07 2.447340e+03 1.851053e+50 4.372782e+51 1.361909e+51 2.469380e+51 6.052726e+49 7.881479e+41 1.217463e+52 2.832112e+51 0.000000e+00 
1.830888e+07 2.446995e+03 1.843508e+50 4.372781e+51 1.361909e+51 2.469380e+51 6.052726e+49 7.814380e+41 1.217463e+52 2.832867e+51 0.000000e+00 
1.831356e+07 2.446510e+03 1.832380e+50 4.372781e+51 1.361909e+51 2.469380e+51 6.052726e+49 7.719322e+41 1.217463e+52 2.833979e+51 0.000000e+00 
1.831807e+07 2.446043e+03 1.821829e+50 4.372781e+51 1.361909e+51 2.469380e+51 6.052726e+49 7.631075e+41 1.217463e+52 2.835034e+51 0.000000e+00 
1.832139e+07 2.445699e+03 1.813651e+50 4.372781e+51 1.361909e+51 2.469380e+51 6.052727e+49 7.567062e+41 1.217463e+52 2.835852e+51 0.000000e+00 
1.832667e+07 2.445154e+03 1.801513e+50 4.372780e+51 1.361909e+51 2.469380e+51 6.052727e+49 7.462676e+41 1.217463e+52 2.837066e+51 0.000000e+00 
1.833124e+07 2.444681e+03 1.791214e+50 4.372780e+51 1.361909e+51 2.469380e+51 6.052727e+49 7.376127e+41 1.217463e+52 2.838096e+51 0.000000e+00 
1.833716e+07 2.444071e+03 1.777396e+50 4.372779e+51 1.361909e+51 2.469380e+51 6.052728e+49 7.264813e+41 1.217463e+52 2.839478e+51 0.000000e+00 
1.834189e+07 2.443583e+03 1.766888e+50 4.372779e+51 1.361909e+51 2.469380e+51 6.052728e+49 7.177585e+41 1.217463e+52 2.840529e+51 0.000000e+00 
1.834774e+07 2.442981e+03 1.753328e+50 4.372779e+51 1.361909e+51 2.469380e+51 6.052728e+49 7.070401e+41 1.217463e+52 2.841885e+51 0.000000e+00 
1.835311e+07 2.442429e+03 1.741524e+50 4.372778e+51 1.361909e+51 2.469380e+51 6.052729e+49 6.973510e+41 1.217463e+52 2.843065e+51 0.000000e+00 
1.835703e+07 2.442026e+03 1.732880e+50 4.372778e+51 1.361909e+51 2.469380e+51 6.052729e+49 6.904388e+41 1.217463e+52 2.843929e+51 0.000000e+00 
1.836107e+07 2.441612e+03 1.722973e+50 4.372778e+51 1.361909e+51 2.469380e+51 6.052729e+49 6.833540e+41 1.217463e+52 2.844920e+51 0.000000e+00 
1.836516e+07 2.441192e+03 1.714751e+50 4.372778e+51 1.361909e+51 2.469380e+51 6.052729e+49 6.762603e+41 1.217463e+52 2.845742e+51 0.000000e+00 
1.836876e+07 2.440824e+03 1.706753e+50 4.372777e+51 1.361909e+51 2.469380e+51 6.052730e+49 6.701054e+41 1.217463e+52 2.846542e+51 0.000000e+00 
1.837259e+07 2.440431e+03 1.698779e+50 4.372777e+51 1.361909e+51 2.469380e+51 6.052730e+49 6.635310e+41 1.217463e+52 2.847339e+51 0.000000e+00 
1.837755e+07 2.439924e+03 1.688019e+50 4.372777e+51 1.361909e+51 2.469380e+51 6.052730e+49 6.550285e+41 1.217463e+52 2.848415e+51 0.000000e+00 
1.838281e+07 2.439386e+03 1.676387e+50 4.372776e+51 1.361909e+51 2.469380e+51 6.052730e+49 6.463971e+41 1.217463e+52 2.849579e+51 0.000000e+00 
1.838646e+07 2.439014e+03 1.668160e+50 4.372776e+51 1.361909e+51 2.469380e+51 6.052731e+49 6.404886e+41 1.217463e+52 2.850401e+51 0.000000e+00 
1.838992e+07 2.438661e+03 1.661376e+50 4.372776e+51 1.361909e+51 2.469380e+51 6.052731e+49 6.348918e+41 1.217463e+52 2.851080e+51 0.000000e+00 
1.839348e+07 2.438297e+03 1.654079e+50 4.372776e+51 1.361909e+51 2.469380e+51 6.052731e+49 6.290485e+41 1.217463e+52 2.851809e+51 0.000000e+00 
1.839663e+07 2.437976e+03 1.647340e+50 4.372775e+51 1.361909e+51 2.469380e+51 6.052731e+49 6.240802e+41 1.217463e+52 2.852483e+51 0.000000e+00 
1.840097e+07 2.437534e+03 1.638205e+50 4.372775e+51 1.361909e+51 2.469380e+51 6.052731e+49 6.171457e+41 1.217463e+52 2.853397e+51 0.000000e+00 
1.840420e+07 2.437205e+03 1.631317e+50 4.372775e+51 1.361909e+51 2.469380e+51 6.052732e+49 6.121720e+41 1.217463e+52 2.854086e+51 0.000000e+00 
1.840754e+07 2.436865e+03 1.624494e+50 4.372775e+51 1.361909e+51 2.469380e+51 6.052732e+49 6.069798e+41 1.217463e+52 2.854768e+51 0.000000e+00 
1.841037e+07 2.436578e+03 1.618827e+50 4.372774e+51 1.361909e+51 2.469380e+51 6.052732e+49 6.026856e+41 1.217464e+52 2.855335e+51 0.000000e+00 
1.841399e+07 2.436209e+03 1.610920e+50 4.372774e+51 1.361909e+51 2.469380e+51 6.052732e+49 5.970957e+41 1.217464e+52 2.856125e+51 0.000000e+00 
1.841780e+07 2.435822e+03 1.603603e+50 4.372774e+51 1.361909e+51 2.469380e+51 6.052732e+49 5.913002e+41 1.217464e+52 2.856857e+51 0.000000e+00 
1.842161e+07 2.435435e+03 1.594900e+50 4.372774e+51 1.361909e+51 2.469380e+51 6.052733e+49 5.855143e+41 1.217464e+52 2.857727e+51 0.000000e+00 
1.842586e+07 2.435003e+03 1.587121e+50 4.372773e+51 1.361909e+51 2.469380e+51 6.052733e+49 5.792395e+41 1.217464e+52 2.858505e+51 0.000000e+00 
1.842995e+07 2.434588e+03 1.578680e+50 4.372773e+51 1.361909e+51 2.469380e+51 6.052733e+49 5.732625e+41 1.217464e+52 2.859349e+51 0.000000e+00 
1.843414e+07 2.434163e+03 1.569876e+50 4.372773e+51 1.361909e+51 2.469380e+51 6.052733e+49 5.670938e+41 1.217464e+52 2.860230e+51 0.000000e+00 
1.843791e+07 2.433781e+03 1.562739e+50 4.372773e+51 1.361909e+51 2.469380e+51 6.052733e+49 5.617895e+41 1.217464e+52 2.860943e+51 0.000000e+00 
1.844229e+07 2.433337e+03 1.554240e+50 4.372772e+51 1.361909e+51 2.469380e+51 6.052734e+49 5.555216e+41 1.217464e+52 2.861793e+51 0.000000e+00 
1.844539e+07 2.433022e+03 1.547927e+50 4.372772e+51 1.361909e+51 2.469380e+51 6.052734e+49 5.512534e+41 1.217464e+52 2.862425e+51 0.000000e+00 
1.844820e+07 2.432738e+03 1.542549e+50 4.372772e+51 1.361909e+51 2.469380e+51 6.052734e+49 5.473425e+41 1.217464e+52 2.862962e+51 0.000000e+00 
1.845155e+07 2.432400e+03 1.536171e+50 4.372772e+51 1.361909e+51 2.469380e+51 6.052734e+49 5.426689e+41 1.217464e+52 2.863600e+51 0.000000e+00 
1.845551e+07 2.431998e+03 1.527519e+50 4.372771e+51 1.361909e+51 2.469380e+51 6.052734e+49 5.371847e+41 1.217464e+52 2.864465e+51 0.000000e+00 
1.845901e+07 2.431644e+03 1.520975e+50 4.372771e+51 1.361909e+51 2.469380e+51 6.052734e+49 5.324239e+41 1.217464e+52 2.865120e+51 0.000000e+00 
1.846406e+07 2.431134e+03 1.511883e+50 4.372771e+51 1.361909e+51 2.469380e+51 6.052735e+49 5.255372e+41 1.217464e+52 2.866029e+51 0.000000e+00 
1.846791e+07 2.430744e+03 1.504448e+50 4.372771e+51 1.361909e+51 2.469380e+51 6.052735e+49 5.204193e+41 1.217464e+52 2.866772e+51 0.000000e+00 
1.847121e+07 2.430410e+03 1.497947e+50 4.372770e+51 1.361909e+51 2.469380e+51 6.052735e+49 5.161403e+41 1.217464e+52 2.867423e+51 0.000000e+00 
1.847465e+07 2.430063e+03 1.491659e+50 4.372770e+51 1.361909e+51 2.469380e+51 6.052735e+49 5.116794e+41 1.217464e+52 2.868051e+51 0.000000e+00 
1.847900e+07 2.429623e+03 1.483402e+50 4.372770e+51 1.361909e+51 2.469380e+51 6.052735e+49 5.059880e+41 1.217464e+52 2.868877e+51 0.000000e+00 
1.848277e+07 2.429242e+03 1.475917e+50 4.372770e+51 1.361909e+51 2.469380e+51 6.052736e+49 5.011691e+41 1.217464e+52 2.869626e+51 0.000000e+00 
1.848594e+07 2.428922e+03 1.470277e+50 4.372769e+51 1.361909e+51 2.469380e+51 6.052736e+49 4.971792e+41 1.217464e+52 2.870190e+51 0.000000e+00 
1.848894e+07 2.428619e+03 1.464761e+50 4.372769e+51 1.361909e+51 2.469380e+51 6.052736e+49 4.934590e+41 1.217464e+52 2.870741e+51 0.000000e+00 
1.849248e+07 2.428262e+03 1.457765e+50 4.372769e+51 1.361909e+51 2.469380e+51 6.052736e+49 4.888951e+41 1.217464e+52 2.871441e+51 0.000000e+00 
1.849585e+07 2.427921e+03 1.451691e+50 4.372769e+51 1.361909e+51 2.469380e+51 6.052736e+49 4.847485e+41 1.217464e+52 2.872048e+51 0.000000e+00 
1.849874e+07 2.427629e+03 1.446574e+50 4.372768e+51 1.361909e+51 2.469380e+51 6.052736e+49 4.812614e+41 1.217464e+52 2.872560e+51 0.000000e+00 
1.850150e+07 2.427351e+03 1.441416e+50 4.372768e+51 1.361909e+51 2.469380e+51 6.052736e+49 4.779204e+41 1.217464e+52 2.873076e+51 0.000000e+00 
1.850447e+07 2.427051e+03 1.435990e+50 4.372768e+51 1.361909e+51 2.469380e+51 6.052737e+49 4.742361e+41 1.217464e+52 2.873618e+51 0.000000e+00 
1.850748e+07 2.426747e+03 1.429925e+50 4.372768e+51 1.361909e+51 2.469380e+51 6.052737e+49 4.706225e+41 1.217464e+52 2.874225e+51 0.000000e+00 
1.851168e+07 2.426323e+03 1.422896e+50 4.372768e+51 1.361909e+51 2.469380e+51 6.052737e+49 4.655220e+41 1.217464e+52 2.874928e+51 0.000000e+00 
1.851538e+07 2.425950e+03 1.416198e+50 4.372767e+51 1.361909e+51 2.469380e+51 6.052737e+49 4.612136e+41 1.217464e+52 2.875597e+51 0.000000e+00 
1.851815e+07 2.425670e+03 1.410895e+50 4.372767e+51 1.361909e+51 2.469380e+51 6.052737e+49 4.580202e+41 1.217464e+52 2.876128e+51 0.000000e+00 
1.852079e+07 2.425404e+03 1.406166e+50 4.372767e+51 1.361909e+51 2.469380e+51 6.052737e+49 4.549627e+41 1.217464e+52 2.876601e+51 0.000000e+00 
1.852319e+07 2.425161e+03 1.402126e+50 4.372767e+51 1.361909e+51 2.469380e+51 6.052737e+49 4.522011e+41 1.217464e+52 2.877005e+51 0.000000e+00 
1.852644e+07 2.424834e+03 1.396333e+50 4.372767e+51 1.361909e+51 2.469380e+51 6.052738e+49 4.483910e+41 1.217464e+52 2.877584e+51 0.000000e+00 
1.852996e+07 2.424478e+03 1.389410e+50 4.372766e+51 1.361909e+51 2.469380e+51 6.052738e+49 4.443031e+41 1.217464e+52 2.878276e+51 0.000000e+00 
1.853267e+07 2.424205e+03 1.385265e+50 4.372766e+51 1.361909e+51 2.469380e+51 6.052738e+49 4.413592e+41 1.217464e+52 2.878691e+51 0.000000e+00 
1.853636e+07 2.423832e+03 1.378096e+50 4.372766e+51 1.361909e+51 2.469380e+51 6.052738e+49 4.371286e+41 1.217464e+52 2.879408e+51 0.000000e+00 
1.854073e+07 2.423391e+03 1.370903e+50 4.372766e+51 1.361909e+51 2.469380e+51 6.052738e+49 4.322554e+41 1.217464e+52 2.880127e+51 0.000000e+00 
1.854340e+07 2.423122e+03 1.365971e+50 4.372766e+51 1.361909e+51 2.469380e+51 6.052738e+49 4.293966e+41 1.217464e+52 2.880620e+51 0.000000e+00 
1.854721e+07 2.422737e+03 1.359693e+50 4.372765e+51 1.361909e+51 2.469380e+51 6.052738e+49 4.251432e+41 1.217464e+52 2.881248e+51 0.000000e+00 
1.855176e+07 2.422278e+03 1.351817e+50 4.372765e+51 1.361909e+51 2.469380e+51 6.052739e+49 4.201789e+41 1.217464e+52 2.882036e+51 0.000000e+00 
1.855571e+07 2.421879e+03 1.344981e+50 4.372765e+51 1.361909e+51 2.469380e+51 6.052739e+49 4.160147e+41 1.217464e+52 2.882719e+51 0.000000e+00 
1.855934e+07 2.421512e+03 1.338720e+50 4.372764e+51 1.361909e+51 2.469380e+51 6.052739e+49 4.121451e+41 1.217464e+52 2.883345e+51 0.000000e+00 
1.856126e+07 2.421318e+03 1.335409e+50 4.372764e+51 1.361909e+51 2.469380e+51 6.052739e+49 4.102141e+41 1.217464e+52 2.883676e+51 0.000000e+00 
1.856438e+07 2.421003e+03 1.330103e+50 4.372764e+51 1.361909e+51 2.469380e+51 6.052739e+49 4.068697e+41 1.217464e+52 2.884207e+51 0.000000e+00 
1.856881e+07 2.420556e+03 1.322500e+50 4.372764e+51 1.361909e+51 2.469380e+51 6.052739e+49 4.022409e+41 1.217464e+52 2.884967e+51 0.000000e+00 
1.857182e+07 2.420251e+03 1.317454e+50 4.372764e+51 1.361909e+51 2.469380e+51 6.052739e+49 3.991912e+41 1.217464e+52 2.885472e+51 0.000000e+00 
1.857468e+07 2.419963e+03 1.312549e+50 4.372763e+51 1.361909e+51 2.469380e+51 6.052739e+49 3.963060e+41 1.217464e+52 2.885962e+51 0.000000e+00 
1.857751e+07 2.419677e+03 1.307799e+50 4.372763e+51 1.361909e+51 2.469380e+51 6.052740e+49 3.934163e+41 1.217464e+52 2.886437e+51 0.000000e+00 
1.858087e+07 2.419337e+03 1.302011e+50 4.372763e+51 1.361909e+51 2.469380e+51 6.052740e+49 3.900000e+41 1.217464e+52 2.887016e+51 0.000000e+00 
1.858462e+07 2.418957e+03 1.295703e+50 4.372763e+51 1.361909e+51 2.469380e+51 6.052740e+49 3.862435e+41 1.217464e+52 2.887647e+51 0.000000e+00 
1.858821e+07 2.418595e+03 1.289593e+50 4.372763e+51 1.361909e+51 2.469380e+51 6.052740e+49 3.826617e+41 1.217464e+52 2.888258e+51 0.000000e+00 
1.859096e+07 2.418316e+03 1.284625e+50 4.372762e+51 1.361909e+51 2.469380e+51 6.052740e+49 3.800316e+41 1.217464e+52 2.888755e+51 0.000000e+00 
1.859469e+07 2.417938e+03 1.279071e+50 4.372762e+51 1.361909e+51 2.469380e+51 6.052740e+49 3.763542e+41 1.217464e+52 2.889310e+51 0.000000e+00 
1.859826e+07 2.417577e+03 1.273079e+50 4.372762e+51 1.361909e+51 2.469380e+51 6.052740e+49 3.729019e+41 1.217464e+52 2.889909e+51 0.000000e+00 
1.860110e+07 2.417290e+03 1.268420e+50 4.372762e+51 1.361909e+51 2.469380e+51 6.052740e+49 3.701612e+41 1.217464e+52 2.890375e+51 0.000000e+00 
1.860430e+07 2.416965e+03 1.262616e+50 4.372762e+51 1.361909e+51 2.469380e+51 6.052741e+49 3.671250e+41 1.217464e+52 2.890956e+51 0.000000e+00 
