time temperature C O Mg Si CO C2 O2 C_{grain} Si_{grain}
2.681910e+06 6.966736e+04 3.077777e+51 2.874203e+52 1.361909e+51 2.469380e+51 9.828052e+45 5.242873e+44 2.026440e+49 0.000000e+00 0.000000e+00 
2.682120e+06 6.966384e+04 3.077764e+51 2.869335e+52 1.361909e+51 2.469380e+51 2.169999e+46 1.121920e+45 4.460214e+49 0.000000e+00 0.000000e+00 
2.682330e+06 6.966031e+04 3.077751e+51 2.864483e+52 1.361909e+51 2.469380e+51 3.356603e+46 1.721230e+45 6.885434e+49 0.000000e+00 0.000000e+00 
2.682541e+06 6.965678e+04 3.077738e+51 2.859649e+52 1.361909e+51 2.469380e+51 4.542411e+46 2.322119e+45 9.301724e+49 0.000000e+00 0.000000e+00 
2.682752e+06 6.965323e+04 3.077725e+51 2.854816e+52 1.361909e+51 2.469380e+51 5.731730e+46 2.926737e+45 1.171786e+50 0.000000e+00 0.000000e+00 
2.682962e+06 6.964969e+04 3.077712e+51 2.850003e+52 1.361909e+51 2.469380e+51 6.919427e+46 3.532533e+45 1.412343e+50 0.000000e+00 0.000000e+00 
2.683174e+06 6.964614e+04 3.077699e+51 2.845192e+52 1.361909e+51 2.469380e+51 8.110594e+46 4.142080e+45 1.652877e+50 0.000000e+00 0.000000e+00 
2.683386e+06 6.964258e+04 3.077686e+51 2.840384e+52 1.361909e+51 2.469380e+51 9.304207e+46 4.754864e+45 1.893177e+50 0.000000e+00 0.000000e+00 
2.683599e+06 6.963901e+04 3.077673e+51 2.835591e+52 1.361909e+51 2.469380e+51 1.049801e+47 5.369760e+45 2.132792e+50 0.000000e+00 0.000000e+00 
2.683812e+06 6.963543e+04 3.077659e+51 2.830802e+52 1.361909e+51 2.469380e+51 1.169428e+47 5.987914e+45 2.372177e+50 0.000000e+00 0.000000e+00 
2.684026e+06 6.963184e+04 3.077646e+51 2.826021e+52 1.361909e+51 2.469380e+51 1.289214e+47 6.608901e+45 2.611158e+50 0.000000e+00 0.000000e+00 
2.684240e+06 6.962825e+04 3.077633e+51 2.821248e+52 1.361909e+51 2.469380e+51 1.409173e+47 7.232781e+45 2.849761e+50 0.000000e+00 0.000000e+00 
2.684454e+06 6.962466e+04 3.077620e+51 2.816493e+52 1.361909e+51 2.469380e+51 1.529031e+47 7.858223e+45 3.087447e+50 0.000000e+00 0.000000e+00 
2.684669e+06 6.962105e+04 3.077606e+51 2.811735e+52 1.361909e+51 2.469380e+51 1.649320e+47 8.487852e+45 3.325265e+50 0.000000e+00 0.000000e+00 
2.684884e+06 6.961744e+04 3.077593e+51 2.806995e+52 1.361909e+51 2.469380e+51 1.769543e+47 9.119243e+45 3.562240e+50 0.000000e+00 0.000000e+00 
2.685099e+06 6.961382e+04 3.077580e+51 2.802266e+52 1.361909e+51 2.469380e+51 1.889822e+47 9.752977e+45 3.798610e+50 0.000000e+00 0.000000e+00 
2.685315e+06 6.961019e+04 3.077566e+51 2.797535e+52 1.361909e+51 2.469380e+51 2.010535e+47 1.039095e+46 4.035117e+50 0.000000e+00 0.000000e+00 
2.685531e+06 6.960656e+04 3.077553e+51 2.792826e+52 1.361909e+51 2.469380e+51 2.131025e+47 1.102991e+46 4.270479e+50 0.000000e+00 0.000000e+00 
2.685749e+06 6.960292e+04 3.077540e+51 2.788110e+52 1.361909e+51 2.469380e+51 2.252089e+47 1.167382e+46 4.506244e+50 0.000000e+00 0.000000e+00 
2.685965e+06 6.959928e+04 3.077526e+51 2.783421e+52 1.361909e+51 2.469380e+51 2.372804e+47 1.231811e+46 4.740626e+50 0.000000e+00 0.000000e+00 
2.686183e+06 6.959562e+04 3.077513e+51 2.778727e+52 1.361909e+51 2.469380e+51 2.494004e+47 1.296694e+46 4.975241e+50 0.000000e+00 0.000000e+00 
2.686401e+06 6.959196e+04 3.077499e+51 2.774051e+52 1.361909e+51 2.469380e+51 2.615124e+47 1.361745e+46 5.208993e+50 0.000000e+00 0.000000e+00 
2.686620e+06 6.958829e+04 3.077486e+51 2.769372e+52 1.361909e+51 2.469380e+51 2.736680e+47 1.427232e+46 5.442881e+50 0.000000e+00 0.000000e+00 
2.686839e+06 6.958461e+04 3.077473e+51 2.764707e+52 1.361909e+51 2.469380e+51 2.858235e+47 1.492930e+46 5.676060e+50 0.000000e+00 0.000000e+00 
2.687058e+06 6.958093e+04 3.077459e+51 2.760056e+52 1.361909e+51 2.469380e+51 2.979812e+47 1.558853e+46 5.908582e+50 0.000000e+00 0.000000e+00 
2.687278e+06 6.957723e+04 3.077446e+51 2.755405e+52 1.361909e+51 2.469380e+51 3.101738e+47 1.625167e+46 6.141067e+50 0.000000e+00 0.000000e+00 
2.687498e+06 6.957354e+04 3.077432e+51 2.750771e+52 1.361909e+51 2.469380e+51 3.223580e+47 1.691653e+46 6.372695e+50 0.000000e+00 0.000000e+00 
2.687719e+06 6.956983e+04 3.077418e+51 2.746138e+52 1.361909e+51 2.469380e+51 3.345775e+47 1.758534e+46 6.604292e+50 0.000000e+00 0.000000e+00 
2.687941e+06 6.956611e+04 3.077405e+51 2.741516e+52 1.361909e+51 2.469380e+51 3.468045e+47 1.825670e+46 6.835333e+50 0.000000e+00 0.000000e+00 
2.688162e+06 6.956239e+04 3.077391e+51 2.736906e+52 1.361909e+51 2.469380e+51 3.590351e+47 1.893042e+46 7.065750e+50 0.000000e+00 0.000000e+00 
2.688384e+06 6.955866e+04 3.077378e+51 2.732301e+52 1.361909e+51 2.469380e+51 3.712912e+47 1.960761e+46 7.295948e+50 0.000000e+00 0.000000e+00 
2.688607e+06 6.955493e+04 3.077364e+51 2.727703e+52 1.361909e+51 2.469380e+51 3.835646e+47 2.028787e+46 7.525778e+50 0.000000e+00 0.000000e+00 
2.688830e+06 6.955118e+04 3.077350e+51 2.723113e+52 1.361909e+51 2.469380e+51 3.958550e+47 2.097116e+46 7.755233e+50 0.000000e+00 0.000000e+00 
2.689053e+06 6.954743e+04 3.077337e+51 2.718540e+52 1.361909e+51 2.469380e+51 4.081359e+47 2.165626e+46 7.983824e+50 0.000000e+00 0.000000e+00 
2.689277e+06 6.954367e+04 3.077323e+51 2.713964e+52 1.361909e+51 2.469380e+51 4.204609e+47 2.234571e+46 8.212542e+50 0.000000e+00 0.000000e+00 
2.689501e+06 6.953991e+04 3.077309e+51 2.709405e+52 1.361909e+51 2.469380e+51 4.327796e+47 2.303715e+46 8.440456e+50 0.000000e+00 0.000000e+00 
2.689726e+06 6.953614e+04 3.077296e+51 2.704857e+52 1.361909e+51 2.469380e+51 4.451039e+47 2.373109e+46 8.667790e+50 0.000000e+00 0.000000e+00 
2.689951e+06 6.953235e+04 3.077282e+51 2.700306e+52 1.361909e+51 2.469380e+51 4.574726e+47 2.442948e+46 8.895251e+50 0.000000e+00 0.000000e+00 
2.690177e+06 6.952857e+04 3.077268e+51 2.695778e+52 1.361909e+51 2.469380e+51 4.698187e+47 2.512903e+46 9.121620e+50 0.000000e+00 0.000000e+00 
2.690403e+06 6.952477e+04 3.077254e+51 2.691241e+52 1.361909e+51 2.469380e+51 4.822237e+47 2.583375e+46 9.348378e+50 0.000000e+00 0.000000e+00 
2.690629e+06 6.952097e+04 3.077241e+51 2.686732e+52 1.361909e+51 2.469380e+51 4.945929e+47 2.653901e+46 9.573810e+50 0.000000e+00 0.000000e+00 
2.690856e+06 6.951716e+04 3.077227e+51 2.682217e+52 1.361909e+51 2.469380e+51 5.070118e+47 2.724904e+46 9.799461e+50 0.000000e+00 0.000000e+00 
2.691084e+06 6.951335e+04 3.077213e+51 2.677720e+52 1.361909e+51 2.469380e+51 5.194224e+47 2.796089e+46 1.002429e+51 0.000000e+00 0.000000e+00 
2.691312e+06 6.950951e+04 3.077199e+51 2.673219e+52 1.361909e+51 2.469380e+51 5.318779e+47 2.867736e+46 1.024924e+51 0.000000e+00 0.000000e+00 
2.691540e+06 6.950568e+04 3.077185e+51 2.668732e+52 1.361909e+51 2.469380e+51 5.443332e+47 2.939610e+46 1.047352e+51 0.000000e+00 0.000000e+00 
2.691769e+06 6.950184e+04 3.077171e+51 2.664258e+52 1.361909e+51 2.469380e+51 5.567908e+47 3.011726e+46 1.069717e+51 0.000000e+00 0.000000e+00 
2.691998e+06 6.949799e+04 3.077157e+51 2.659785e+52 1.361909e+51 2.469380e+51 5.692841e+47 3.084255e+46 1.092078e+51 0.000000e+00 0.000000e+00 
2.692228e+06 6.949414e+04 3.077143e+51 2.655328e+52 1.361909e+51 2.469380e+51 5.817688e+47 3.156972e+46 1.114356e+51 0.000000e+00 0.000000e+00 
2.692458e+06 6.949027e+04 3.077129e+51 2.650871e+52 1.361909e+51 2.469380e+51 5.942897e+47 3.230109e+46 1.136632e+51 0.000000e+00 0.000000e+00 
2.692689e+06 6.948640e+04 3.077115e+51 2.646426e+52 1.361909e+51 2.469380e+51 6.068182e+47 3.303516e+46 1.158855e+51 0.000000e+00 0.000000e+00 
2.692920e+06 6.948252e+04 3.077101e+51 2.641992e+52 1.361909e+51 2.469380e+51 6.193504e+47 3.377178e+46 1.181017e+51 0.000000e+00 0.000000e+00 
2.693151e+06 6.947863e+04 3.077087e+51 2.637562e+52 1.361909e+51 2.469380e+51 6.319086e+47 3.451208e+46 1.203158e+51 0.000000e+00 0.000000e+00 
2.693383e+06 6.947473e+04 3.077073e+51 2.633140e+52 1.361909e+51 2.469380e+51 6.444847e+47 3.525565e+46 1.225265e+51 0.000000e+00 0.000000e+00 
2.693616e+06 6.947083e+04 3.077059e+51 2.628725e+52 1.361909e+51 2.469380e+51 6.570780e+47 3.600242e+46 1.247334e+51 0.000000e+00 0.000000e+00 
2.693849e+06 6.946692e+04 3.077045e+51 2.624326e+52 1.361909e+51 2.469380e+51 6.696616e+47 3.675120e+46 1.269322e+51 0.000000e+00 0.000000e+00 
2.694082e+06 6.946300e+04 3.077031e+51 2.619925e+52 1.361909e+51 2.469380e+51 6.822905e+47 3.750454e+46 1.291321e+51 0.000000e+00 0.000000e+00 
2.694316e+06 6.945907e+04 3.077017e+51 2.615539e+52 1.361909e+51 2.469380e+51 6.949127e+47 3.826006e+46 1.313243e+51 0.000000e+00 0.000000e+00 
2.694550e+06 6.945514e+04 3.077003e+51 2.611165e+52 1.361909e+51 2.469380e+51 7.075406e+47 3.901827e+46 1.335109e+51 0.000000e+00 0.000000e+00 
2.694785e+06 6.945120e+04 3.076988e+51 2.606788e+52 1.361909e+51 2.469380e+51 7.202140e+47 3.978113e+46 1.356987e+51 0.000000e+00 0.000000e+00 
2.695020e+06 6.944725e+04 3.076974e+51 2.602432e+52 1.361909e+51 2.469380e+51 7.328641e+47 4.054532e+46 1.378761e+51 0.000000e+00 0.000000e+00 
2.695256e+06 6.944329e+04 3.076960e+51 2.598068e+52 1.361909e+51 2.469380e+51 7.455747e+47 4.131492e+46 1.400572e+51 0.000000e+00 0.000000e+00 
2.695492e+06 6.943933e+04 3.076946e+51 2.593730e+52 1.361909e+51 2.469380e+51 7.582485e+47 4.208522e+46 1.422255e+51 0.000000e+00 0.000000e+00 
2.695729e+06 6.943535e+04 3.076932e+51 2.589388e+52 1.361909e+51 2.469380e+51 7.709731e+47 4.286052e+46 1.443959e+51 0.000000e+00 0.000000e+00 
2.695966e+06 6.943137e+04 3.076917e+51 2.585062e+52 1.361909e+51 2.469380e+51 7.836892e+47 4.363778e+46 1.465584e+51 0.000000e+00 0.000000e+00 
2.696204e+06 6.942738e+04 3.076903e+51 2.580733e+52 1.361909e+51 2.469380e+51 7.964513e+47 4.441995e+46 1.487222e+51 0.000000e+00 0.000000e+00 
2.696442e+06 6.942338e+04 3.076889e+51 2.576417e+52 1.361909e+51 2.469380e+51 8.092130e+47 4.520455e+46 1.508795e+51 0.000000e+00 0.000000e+00 
2.696680e+06 6.941938e+04 3.076874e+51 2.572114e+52 1.361909e+51 2.469380e+51 8.219772e+47 4.599173e+46 1.530306e+51 0.000000e+00 0.000000e+00 
2.696920e+06 6.941536e+04 3.076860e+51 2.567811e+52 1.361909e+51 2.469380e+51 8.347778e+47 4.678330e+46 1.551814e+51 0.000000e+00 0.000000e+00 
2.697159e+06 6.941134e+04 3.076846e+51 2.563524e+52 1.361909e+51 2.469380e+51 8.475695e+47 4.757689e+46 1.573244e+51 0.000000e+00 0.000000e+00 
2.697399e+06 6.940731e+04 3.076831e+51 2.559237e+52 1.361909e+51 2.469380e+51 8.603984e+47 4.837493e+46 1.594670e+51 0.000000e+00 0.000000e+00 
2.697640e+06 6.940327e+04 3.076817e+51 2.554961e+52 1.361909e+51 2.469380e+51 8.732349e+47 4.917585e+46 1.616045e+51 0.000000e+00 0.000000e+00 
2.697881e+06 6.939923e+04 3.076802e+51 2.550696e+52 1.361909e+51 2.469380e+51 8.860751e+47 4.997951e+46 1.637362e+51 0.000000e+00 0.000000e+00 
2.698122e+06 6.939517e+04 3.076788e+51 2.546435e+52 1.361909e+51 2.469380e+51 8.989420e+47 5.078706e+46 1.658659e+51 0.000000e+00 0.000000e+00 
2.698364e+06 6.939111e+04 3.076773e+51 2.542182e+52 1.361909e+51 2.469380e+51 9.118271e+47 5.159809e+46 1.679922e+51 0.000000e+00 0.000000e+00 
2.698607e+06 6.938704e+04 3.076759e+51 2.537935e+52 1.361909e+51 2.469380e+51 9.247299e+47 5.241252e+46 1.701151e+51 0.000000e+00 0.000000e+00 
2.698849e+06 6.938296e+04 3.076744e+51 2.533704e+52 1.361909e+51 2.469380e+51 9.376226e+47 5.322916e+46 1.722299e+51 0.000000e+00 0.000000e+00 
2.699093e+06 6.937887e+04 3.076730e+51 2.529470e+52 1.361909e+51 2.469380e+51 9.505616e+47 5.405055e+46 1.743460e+51 0.000000e+00 0.000000e+00 
2.699337e+06 6.937478e+04 3.076715e+51 2.525252e+52 1.361909e+51 2.469380e+51 9.634937e+47 5.487434e+46 1.764546e+51 0.000000e+00 0.000000e+00 
2.699581e+06 6.937068e+04 3.076700e+51 2.521044e+52 1.361909e+51 2.469380e+51 9.764316e+47 5.570102e+46 1.785578e+51 0.000000e+00 0.000000e+00 
2.699826e+06 6.936656e+04 3.076686e+51 2.516834e+52 1.361909e+51 2.469380e+51 9.894161e+47 5.653256e+46 1.806622e+51 0.000000e+00 0.000000e+00 
2.700071e+06 6.936245e+04 3.076671e+51 2.512644e+52 1.361909e+51 2.469380e+51 1.002377e+48 5.736560e+46 1.827566e+51 0.000000e+00 0.000000e+00 
2.700317e+06 6.935832e+04 3.076656e+51 2.508447e+52 1.361909e+51 2.469380e+51 1.015399e+48 5.820430e+46 1.848545e+51 0.000000e+00 0.000000e+00 
2.700563e+06 6.935419e+04 3.076642e+51 2.504274e+52 1.361909e+51 2.469380e+51 1.028384e+48 5.904387e+46 1.869402e+51 0.000000e+00 0.000000e+00 
2.700810e+06 6.935004e+04 3.076627e+51 2.500097e+52 1.361909e+51 2.469380e+51 1.041420e+48 5.988869e+46 1.890278e+51 0.000000e+00 0.000000e+00 
2.701057e+06 6.934589e+04 3.076612e+51 2.495936e+52 1.361909e+51 2.469380e+51 1.054448e+48 6.073561e+46 1.911079e+51 0.000000e+00 0.000000e+00 
2.701306e+06 6.934173e+04 3.076598e+51 2.491772e+52 1.361909e+51 2.469380e+51 1.067523e+48 6.158773e+46 1.931892e+51 0.000000e+00 0.000000e+00 
2.701554e+06 6.933756e+04 3.076583e+51 2.487621e+52 1.361909e+51 2.469380e+51 1.080598e+48 6.244245e+46 1.952641e+51 0.000000e+00 0.000000e+00 
2.701802e+06 6.933338e+04 3.076568e+51 2.483481e+52 1.361909e+51 2.469380e+51 1.093675e+48 6.329994e+46 1.973333e+51 0.000000e+00 0.000000e+00 
2.702052e+06 6.932919e+04 3.076553e+51 2.479342e+52 1.361909e+51 2.469380e+51 1.106789e+48 6.416206e+46 1.994021e+51 0.000000e+00 0.000000e+00 
2.702302e+06 6.932500e+04 3.076538e+51 2.475219e+52 1.361909e+51 2.469380e+51 1.119894e+48 6.502636e+46 2.014633e+51 0.000000e+00 0.000000e+00 
2.702552e+06 6.932080e+04 3.076523e+51 2.471095e+52 1.361909e+51 2.469380e+51 1.133037e+48 6.589537e+46 2.035243e+51 0.000000e+00 0.000000e+00 
2.702803e+06 6.931659e+04 3.076509e+51 2.466982e+52 1.361909e+51 2.469380e+51 1.146188e+48 6.676746e+46 2.055802e+51 0.000000e+00 0.000000e+00 
2.703054e+06 6.931237e+04 3.076494e+51 2.462880e+52 1.361909e+51 2.469380e+51 1.159342e+48 6.764247e+46 2.076307e+51 0.000000e+00 0.000000e+00 
2.703306e+06 6.930814e+04 3.076479e+51 2.458782e+52 1.361909e+51 2.469380e+51 1.172524e+48 6.852161e+46 2.096792e+51 0.000000e+00 0.000000e+00 
2.703559e+06 6.930390e+04 3.076464e+51 2.454690e+52 1.361909e+51 2.469380e+51 1.185724e+48 6.940444e+46 2.117245e+51 0.000000e+00 0.000000e+00 
2.703812e+06 6.929965e+04 3.076449e+51 2.450605e+52 1.361909e+51 2.469380e+51 1.198943e+48 7.029086e+46 2.137663e+51 0.000000e+00 0.000000e+00 
2.704065e+06 6.929540e+04 3.076434e+51 2.446535e+52 1.361909e+51 2.469380e+51 1.212151e+48 7.117972e+46 2.158006e+51 0.000000e+00 0.000000e+00 
2.704319e+06 6.929114e+04 3.076419e+51 2.442463e+52 1.361909e+51 2.469380e+51 1.225406e+48 7.207352e+46 2.178359e+51 0.000000e+00 0.000000e+00 
2.704573e+06 6.928687e+04 3.076404e+51 2.438405e+52 1.361909e+51 2.469380e+51 1.238654e+48 7.296996e+46 2.198642e+51 0.000000e+00 0.000000e+00 
2.704828e+06 6.928259e+04 3.076389e+51 2.434358e+52 1.361909e+51 2.469380e+51 1.251908e+48 7.386948e+46 2.218872e+51 0.000000e+00 0.000000e+00 
2.705083e+06 6.927830e+04 3.076373e+51 2.430308e+52 1.361909e+51 2.469380e+51 1.265210e+48 7.477410e+46 2.239114e+51 0.000000e+00 0.000000e+00 
2.705339e+06 6.927401e+04 3.076358e+51 2.426278e+52 1.361909e+51 2.469380e+51 1.278487e+48 7.568040e+46 2.259259e+51 0.000000e+00 0.000000e+00 
2.705596e+06 6.926970e+04 3.076343e+51 2.422240e+52 1.361909e+51 2.469380e+51 1.291828e+48 7.659259e+46 2.279438e+51 0.000000e+00 0.000000e+00 
2.705852e+06 6.926539e+04 3.076328e+51 2.418227e+52 1.361909e+51 2.469380e+51 1.305129e+48 7.750585e+46 2.299500e+51 0.000000e+00 0.000000e+00 
2.706110e+06 6.926107e+04 3.076313e+51 2.414209e+52 1.361909e+51 2.469380e+51 1.318484e+48 7.842462e+46 2.319581e+51 0.000000e+00 0.000000e+00 
2.706368e+06 6.925674e+04 3.076298e+51 2.410206e+52 1.361909e+51 2.469380e+51 1.331830e+48 7.934563e+46 2.339588e+51 0.000000e+00 0.000000e+00 
2.706626e+06 6.925239e+04 3.076282e+51 2.406201e+52 1.361909e+51 2.469380e+51 1.345224e+48 8.027216e+46 2.359607e+51 0.000000e+00 0.000000e+00 
2.706885e+06 6.924805e+04 3.076267e+51 2.402208e+52 1.361909e+51 2.469380e+51 1.358618e+48 8.120144e+46 2.379566e+51 0.000000e+00 0.000000e+00 
2.707145e+06 6.924369e+04 3.076252e+51 2.398226e+52 1.361909e+51 2.469380e+51 1.372013e+48 8.213370e+46 2.399469e+51 0.000000e+00 0.000000e+00 
2.707405e+06 6.923932e+04 3.076237e+51 2.394245e+52 1.361909e+51 2.469380e+51 1.385447e+48 8.307084e+46 2.419368e+51 0.000000e+00 0.000000e+00 
2.707665e+06 6.923495e+04 3.076221e+51 2.390278e+52 1.361909e+51 2.469380e+51 1.398872e+48 8.401034e+46 2.439194e+51 0.000000e+00 0.000000e+00 
2.707927e+06 6.923056e+04 3.076206e+51 2.386312e+52 1.361909e+51 2.469380e+51 1.412335e+48 8.495482e+46 2.459018e+51 0.000000e+00 0.000000e+00 
2.708188e+06 6.922617e+04 3.076191e+51 2.382356e+52 1.361909e+51 2.469380e+51 1.425806e+48 8.590256e+46 2.478794e+51 0.000000e+00 0.000000e+00 
2.708450e+06 6.922177e+04 3.076175e+51 2.378410e+52 1.361909e+51 2.469380e+51 1.439281e+48 8.685344e+46 2.498517e+51 0.000000e+00 0.000000e+00 
2.708713e+06 6.921736e+04 3.076160e+51 2.374468e+52 1.361909e+51 2.469380e+51 1.452784e+48 8.780868e+46 2.518221e+51 0.000000e+00 0.000000e+00 
2.708976e+06 6.921294e+04 3.076144e+51 2.370532e+52 1.361909e+51 2.469380e+51 1.466306e+48 8.876784e+46 2.537894e+51 0.000000e+00 0.000000e+00 
2.709240e+06 6.920851e+04 3.076129e+51 2.366602e+52 1.361909e+51 2.469380e+51 1.479846e+48 8.973077e+46 2.557534e+51 0.000000e+00 0.000000e+00 
2.709504e+06 6.920408e+04 3.076113e+51 2.362688e+52 1.361909e+51 2.469380e+51 1.493375e+48 9.069640e+46 2.577101e+51 0.000000e+00 0.000000e+00 
2.709769e+06 6.919963e+04 3.076098e+51 2.358771e+52 1.361909e+51 2.469380e+51 1.506953e+48 9.166717e+46 2.596678e+51 0.000000e+00 0.000000e+00 
2.710035e+06 6.919517e+04 3.076082e+51 2.354868e+52 1.361909e+51 2.469380e+51 1.520524e+48 9.264082e+46 2.616187e+51 0.000000e+00 0.000000e+00 
2.710300e+06 6.919071e+04 3.076067e+51 2.350974e+52 1.361909e+51 2.469380e+51 1.534100e+48 9.361776e+46 2.635647e+51 0.000000e+00 0.000000e+00 
2.710567e+06 6.918624e+04 3.076051e+51 2.347079e+52 1.361909e+51 2.469380e+51 1.547725e+48 9.460002e+46 2.655117e+51 0.000000e+00 0.000000e+00 
2.710834e+06 6.918176e+04 3.076036e+51 2.343202e+52 1.361909e+51 2.469380e+51 1.561325e+48 9.558416e+46 2.674493e+51 0.000000e+00 0.000000e+00 
2.711102e+06 6.917726e+04 3.076020e+51 2.339319e+52 1.361909e+51 2.469380e+51 1.574990e+48 9.657446e+46 2.693903e+51 0.000000e+00 0.000000e+00 
2.711369e+06 6.917277e+04 3.076004e+51 2.335458e+52 1.361909e+51 2.469380e+51 1.588614e+48 9.756602e+46 2.713200e+51 0.000000e+00 0.000000e+00 
2.711638e+06 6.916826e+04 3.075989e+51 2.331594e+52 1.361909e+51 2.469380e+51 1.602294e+48 9.856335e+46 2.732515e+51 0.000000e+00 0.000000e+00 
2.711907e+06 6.916375e+04 3.075973e+51 2.327744e+52 1.361909e+51 2.469380e+51 1.615963e+48 9.956308e+46 2.751760e+51 0.000000e+00 0.000000e+00 
2.712177e+06 6.915922e+04 3.075957e+51 2.323891e+52 1.361909e+51 2.469380e+51 1.629683e+48 1.005686e+47 2.771016e+51 0.000000e+00 0.000000e+00 
2.712447e+06 6.915468e+04 3.075942e+51 2.320050e+52 1.361909e+51 2.469380e+51 1.643401e+48 1.015771e+47 2.790214e+51 0.000000e+00 0.000000e+00 
2.712717e+06 6.915014e+04 3.075926e+51 2.316220e+52 1.361909e+51 2.469380e+51 1.657122e+48 1.025888e+47 2.809358e+51 0.000000e+00 0.000000e+00 
2.712989e+06 6.914558e+04 3.075910e+51 2.312390e+52 1.361909e+51 2.469380e+51 1.670882e+48 1.036057e+47 2.828498e+51 0.000000e+00 0.000000e+00 
2.713260e+06 6.914102e+04 3.075894e+51 2.308575e+52 1.361909e+51 2.469380e+51 1.684631e+48 1.046250e+47 2.847568e+51 0.000000e+00 0.000000e+00 
2.713533e+06 6.913644e+04 3.075879e+51 2.304760e+52 1.361909e+51 2.469380e+51 1.698421e+48 1.056496e+47 2.866637e+51 0.000000e+00 0.000000e+00 
2.713806e+06 6.913186e+04 3.075863e+51 2.300954e+52 1.361909e+51 2.469380e+51 1.712219e+48 1.066777e+47 2.885658e+51 0.000000e+00 0.000000e+00 
2.714079e+06 6.912727e+04 3.075847e+51 2.297159e+52 1.361909e+51 2.469380e+51 1.726020e+48 1.077092e+47 2.904629e+51 0.000000e+00 0.000000e+00 
2.714353e+06 6.912267e+04 3.075831e+51 2.293367e+52 1.361909e+51 2.469380e+51 1.739850e+48 1.087452e+47 2.923582e+51 0.000000e+00 0.000000e+00 
2.714628e+06 6.911806e+04 3.075815e+51 2.289581e+52 1.361909e+51 2.469380e+51 1.753699e+48 1.097854e+47 2.942505e+51 0.000000e+00 0.000000e+00 
2.714903e+06 6.911344e+04 3.075799e+51 2.285801e+52 1.361909e+51 2.469380e+51 1.767567e+48 1.108296e+47 2.961396e+51 0.000000e+00 0.000000e+00 
2.715179e+06 6.910881e+04 3.075783e+51 2.282036e+52 1.361909e+51 2.469380e+51 1.781424e+48 1.118767e+47 2.980217e+51 0.000000e+00 0.000000e+00 
2.715455e+06 6.910417e+04 3.075767e+51 2.278268e+52 1.361909e+51 2.469380e+51 1.795331e+48 1.129292e+47 2.999048e+51 0.000000e+00 0.000000e+00 
2.715732e+06 6.909952e+04 3.075751e+51 2.274514e+52 1.361909e+51 2.469380e+51 1.809229e+48 1.139848e+47 3.017813e+51 0.000000e+00 0.000000e+00 
2.716009e+06 6.909487e+04 3.075735e+51 2.270769e+52 1.361909e+51 2.469380e+51 1.823134e+48 1.150439e+47 3.036531e+51 0.000000e+00 0.000000e+00 
2.716287e+06 6.909020e+04 3.075719e+51 2.267022e+52 1.361909e+51 2.469380e+51 1.837088e+48 1.161086e+47 3.055259e+51 0.000000e+00 0.000000e+00 
2.716565e+06 6.908553e+04 3.075703e+51 2.263293e+52 1.361909e+51 2.469380e+51 1.851017e+48 1.171754e+47 3.073897e+51 0.000000e+00 0.000000e+00 
2.716845e+06 6.908084e+04 3.075687e+51 2.259557e+52 1.361909e+51 2.469380e+51 1.865012e+48 1.182486e+47 3.092566e+51 0.000000e+00 0.000000e+00 
2.717124e+06 6.907616e+04 3.075671e+51 2.255844e+52 1.361909e+51 2.469380e+51 1.878965e+48 1.193232e+47 3.111127e+51 0.000000e+00 0.000000e+00 
2.717404e+06 6.907145e+04 3.075654e+51 2.252127e+52 1.361909e+51 2.469380e+51 1.892975e+48 1.204039e+47 3.129706e+51 0.000000e+00 0.000000e+00 
2.717685e+06 6.906674e+04 3.075638e+51 2.248423e+52 1.361909e+51 2.469380e+51 1.906975e+48 1.214872e+47 3.148217e+51 0.000000e+00 0.000000e+00 
2.717967e+06 6.906201e+04 3.075622e+51 2.244717e+52 1.361909e+51 2.469380e+51 1.921025e+48 1.225766e+47 3.166739e+51 0.000000e+00 0.000000e+00 
2.718248e+06 6.905728e+04 3.075606e+51 2.241023e+52 1.361909e+51 2.469380e+51 1.935075e+48 1.236692e+47 3.185205e+51 0.000000e+00 0.000000e+00 
2.718531e+06 6.905254e+04 3.075590e+51 2.237339e+52 1.361909e+51 2.469380e+51 1.949126e+48 1.247651e+47 3.203619e+51 0.000000e+00 0.000000e+00 
2.718814e+06 6.904778e+04 3.075573e+51 2.233655e+52 1.361909e+51 2.469380e+51 1.963218e+48 1.258665e+47 3.222030e+51 0.000000e+00 0.000000e+00 
2.719097e+06 6.904303e+04 3.075557e+51 2.229985e+52 1.361909e+51 2.469380e+51 1.977299e+48 1.269706e+47 3.240373e+51 0.000000e+00 0.000000e+00 
2.719382e+06 6.903825e+04 3.075541e+51 2.226315e+52 1.361909e+51 2.469380e+51 1.991421e+48 1.280802e+47 3.258714e+51 0.000000e+00 0.000000e+00 
2.719666e+06 6.903347e+04 3.075524e+51 2.222655e+52 1.361909e+51 2.469380e+51 2.005551e+48 1.291936e+47 3.277010e+51 0.000000e+00 0.000000e+00 
2.719952e+06 6.902869e+04 3.075508e+51 2.219004e+52 1.361909e+51 2.469380e+51 2.019685e+48 1.303104e+47 3.295258e+51 0.000000e+00 0.000000e+00 
