integration of cell [1]
time C O Mg Si CO C2 c_grain si_grain 
1.687390e+07 5.202020e+06 7.539566e+06 2.348128e+06 4.257568e+06 1.043048e+05 3.591480e-01 1.414684e+02 0.000000e+00 
1.687390e+07 5.202018e+06 7.539566e+06 2.348128e+06 4.257568e+06 1.043048e+05 3.591480e-01 1.435915e+02 0.000000e+00 
1.687390e+07 5.202015e+06 7.539566e+06 2.348128e+06 4.257568e+06 1.043048e+05 3.591480e-01 1.457483e+02 0.000000e+00 
1.687390e+07 5.202013e+06 7.539566e+06 2.348128e+06 4.257568e+06 1.043048e+05 3.591480e-01 1.479329e+02 0.000000e+00 
1.687390e+07 5.202011e+06 7.539565e+06 2.348128e+06 4.257567e+06 1.043048e+05 3.591479e-01 1.501522e+02 0.000000e+00 
1.687390e+07 5.202008e+06 7.539565e+06 2.348128e+06 4.257567e+06 1.043048e+05 3.591479e-01 1.524068e+02 0.000000e+00 
1.687391e+07 5.202006e+06 7.539565e+06 2.348128e+06 4.257567e+06 1.043047e+05 3.591479e-01 1.546918e+02 0.000000e+00 
1.687391e+07 5.202003e+06 7.539565e+06 2.348128e+06 4.257567e+06 1.043047e+05 3.591479e-01 1.570142e+02 0.000000e+00 
1.687391e+07 5.202001e+06 7.539565e+06 2.348128e+06 4.257567e+06 1.043047e+05 3.591479e-01 1.593694e+02 0.000000e+00 
1.687391e+07 5.201998e+06 7.539564e+06 2.348128e+06 4.257567e+06 1.043047e+05 3.591479e-01 1.617633e+02 0.000000e+00 
1.687391e+07 5.201996e+06 7.539564e+06 2.348128e+06 4.257567e+06 1.043047e+05 3.591479e-01 1.641945e+02 0.000000e+00 
1.687391e+07 5.201993e+06 7.539564e+06 2.348127e+06 4.257567e+06 1.043047e+05 3.591479e-01 1.666590e+02 0.000000e+00 
1.687391e+07 5.201990e+06 7.539564e+06 2.348127e+06 4.257566e+06 1.043047e+05 3.591478e-01 1.691548e+02 0.000000e+00 
1.687391e+07 5.201988e+06 7.539564e+06 2.348127e+06 4.257566e+06 1.043047e+05 3.591478e-01 1.716881e+02 0.000000e+00 
1.687391e+07 5.201985e+06 7.539563e+06 2.348127e+06 4.257566e+06 1.043047e+05 3.591478e-01 1.742601e+02 0.000000e+00 
1.687391e+07 5.201982e+06 7.539563e+06 2.348127e+06 4.257566e+06 1.043047e+05 3.591478e-01 1.768856e+02 0.000000e+00 
1.687391e+07 5.201979e+06 7.539563e+06 2.348127e+06 4.257566e+06 1.043047e+05 3.591478e-01 1.795340e+02 0.000000e+00 
1.687391e+07 5.201977e+06 7.539563e+06 2.348127e+06 4.257566e+06 1.043047e+05 3.591478e-01 1.822215e+02 0.000000e+00 
1.687391e+07 5.201974e+06 7.539562e+06 2.348127e+06 4.257566e+06 1.043047e+05 3.591478e-01 1.849493e+02 0.000000e+00 
1.687391e+07 5.201971e+06 7.539562e+06 2.348127e+06 4.257566e+06 1.043047e+05 3.591477e-01 1.877178e+02 0.000000e+00 
1.687391e+07 5.201968e+06 7.539562e+06 2.348127e+06 4.257565e+06 1.043047e+05 3.591477e-01 1.905290e+02 0.000000e+00 
1.687391e+07 5.201965e+06 7.539562e+06 2.348127e+06 4.257565e+06 1.043047e+05 3.591477e-01 1.933812e+02 0.000000e+00 
1.687391e+07 5.201962e+06 7.539561e+06 2.348127e+06 4.257565e+06 1.043047e+05 3.591477e-01 1.962737e+02 0.000000e+00 
1.687391e+07 5.201959e+06 7.539561e+06 2.348127e+06 4.257565e+06 1.043047e+05 3.591477e-01 1.992135e+02 0.000000e+00 
1.687391e+07 5.201955e+06 7.539561e+06 2.348127e+06 4.257565e+06 1.043047e+05 3.591477e-01 2.021909e+02 0.000000e+00 
1.687391e+07 5.201952e+06 7.539561e+06 2.348126e+06 4.257565e+06 1.043047e+05 3.591476e-01 2.052161e+02 0.000000e+00 
1.687391e+07 5.201949e+06 7.539560e+06 2.348126e+06 4.257564e+06 1.043047e+05 3.591476e-01 2.082863e+02 0.000000e+00 
1.687391e+07 5.201946e+06 7.539560e+06 2.348126e+06 4.257564e+06 1.043047e+05 3.591476e-01 2.114022e+02 0.000000e+00 
1.687391e+07 5.201942e+06 7.539560e+06 2.348126e+06 4.257564e+06 1.043047e+05 3.591476e-01 2.145644e+02 0.000000e+00 
1.687391e+07 5.201939e+06 7.539560e+06 2.348126e+06 4.257564e+06 1.043047e+05 3.591476e-01 2.177762e+02 0.000000e+00 
1.687391e+07 5.201935e+06 7.539559e+06 2.348126e+06 4.257564e+06 1.043047e+05 3.591476e-01 2.210308e+02 0.000000e+00 
1.687391e+07 5.201932e+06 7.539559e+06 2.348126e+06 4.257564e+06 1.043047e+05 3.591475e-01 2.243381e+02 0.000000e+00 
1.687391e+07 5.201928e+06 7.539559e+06 2.348126e+06 4.257564e+06 1.043047e+05 3.591475e-01 2.276893e+02 0.000000e+00 
1.687391e+07 5.201925e+06 7.539558e+06 2.348126e+06 4.257563e+06 1.043047e+05 3.591475e-01 2.310940e+02 0.000000e+00 
1.687391e+07 5.201921e+06 7.539558e+06 2.348126e+06 4.257563e+06 1.043047e+05 3.591475e-01 2.345494e+02 0.000000e+00 
1.687391e+07 5.201917e+06 7.539558e+06 2.348126e+06 4.257563e+06 1.043046e+05 3.591475e-01 2.380568e+02 0.000000e+00 
1.687391e+07 5.201914e+06 7.539557e+06 2.348125e+06 4.257563e+06 1.043046e+05 3.591474e-01 2.416154e+02 0.000000e+00 
1.687391e+07 5.201910e+06 7.539557e+06 2.348125e+06 4.257563e+06 1.043046e+05 3.591474e-01 2.452266e+02 0.000000e+00 
1.687391e+07 5.201906e+06 7.539557e+06 2.348125e+06 4.257562e+06 1.043046e+05 3.591474e-01 2.488889e+02 0.000000e+00 
1.687391e+07 5.201902e+06 7.539556e+06 2.348125e+06 4.257562e+06 1.043046e+05 3.591474e-01 2.526085e+02 0.000000e+00 
1.687391e+07 5.201898e+06 7.539556e+06 2.348125e+06 4.257562e+06 1.043046e+05 3.591473e-01 2.563815e+02 0.000000e+00 
1.687391e+07 5.201894e+06 7.539556e+06 2.348125e+06 4.257562e+06 1.043046e+05 3.591473e-01 2.602134e+02 0.000000e+00 
1.687391e+07 5.201890e+06 7.539555e+06 2.348125e+06 4.257562e+06 1.043046e+05 3.591473e-01 2.641016e+02 0.000000e+00 
1.687391e+07 5.201885e+06 7.539555e+06 2.348125e+06 4.257562e+06 1.043046e+05 3.591473e-01 2.680483e+02 0.000000e+00 
1.687391e+07 5.201881e+06 7.539555e+06 2.348125e+06 4.257561e+06 1.043046e+05 3.591473e-01 2.720496e+02 0.000000e+00 
1.687391e+07 5.201877e+06 7.539554e+06 2.348124e+06 4.257561e+06 1.043046e+05 3.591472e-01 2.761113e+02 0.000000e+00 
1.687391e+07 5.201873e+06 7.539554e+06 2.348124e+06 4.257561e+06 1.043046e+05 3.591472e-01 2.802375e+02 0.000000e+00 
1.687391e+07 5.201868e+06 7.539554e+06 2.348124e+06 4.257561e+06 1.043046e+05 3.591472e-01 2.844230e+02 0.000000e+00 
1.687391e+07 5.201864e+06 7.539553e+06 2.348124e+06 4.257560e+06 1.043046e+05 3.591472e-01 2.886689e+02 0.000000e+00 
1.687391e+07 5.201859e+06 7.539553e+06 2.348124e+06 4.257560e+06 1.043046e+05 3.591471e-01 2.929777e+02 0.000000e+00 
1.687391e+07 5.201854e+06 7.539552e+06 2.348124e+06 4.257560e+06 1.043046e+05 3.591471e-01 2.973502e+02 0.000000e+00 
1.687391e+07 5.201850e+06 7.539552e+06 2.348124e+06 4.257560e+06 1.043046e+05 3.591471e-01 3.017927e+02 0.000000e+00 
1.687391e+07 5.201845e+06 7.539552e+06 2.348124e+06 4.257560e+06 1.043046e+05 3.591470e-01 3.062951e+02 0.000000e+00 
1.687392e+07 5.201840e+06 7.539551e+06 2.348124e+06 4.257559e+06 1.043046e+05 3.591470e-01 3.108706e+02 0.000000e+00 
1.687392e+07 5.201835e+06 7.539551e+06 2.348123e+06 4.257559e+06 1.043046e+05 3.591470e-01 3.155092e+02 0.000000e+00 
1.687392e+07 5.201830e+06 7.539550e+06 2.348123e+06 4.257559e+06 1.043046e+05 3.591470e-01 3.202134e+02 0.000000e+00 
1.687392e+07 5.201825e+06 7.539550e+06 2.348123e+06 4.257559e+06 1.043045e+05 3.591469e-01 3.249921e+02 0.000000e+00 
1.687392e+07 5.201820e+06 7.539550e+06 2.348123e+06 4.257558e+06 1.043045e+05 3.591469e-01 3.298415e+02 0.000000e+00 
1.687392e+07 5.201815e+06 7.539549e+06 2.348123e+06 4.257558e+06 1.043045e+05 3.591469e-01 3.347646e+02 0.000000e+00 
1.687392e+07 5.201809e+06 7.539549e+06 2.348123e+06 4.257558e+06 1.043045e+05 3.591468e-01 3.397599e+02 0.000000e+00 
1.687392e+07 5.201804e+06 7.539548e+06 2.348123e+06 4.257558e+06 1.043045e+05 3.591468e-01 3.448248e+02 0.000000e+00 
1.687392e+07 5.201799e+06 7.539548e+06 2.348122e+06 4.257557e+06 1.043045e+05 3.591468e-01 3.499693e+02 0.000000e+00 
1.687392e+07 5.201793e+06 7.539547e+06 2.348122e+06 4.257557e+06 1.043045e+05 3.591467e-01 3.551874e+02 0.000000e+00 
1.687392e+07 5.201787e+06 7.539547e+06 2.348122e+06 4.257557e+06 1.043045e+05 3.591467e-01 3.604863e+02 0.000000e+00 
1.687392e+07 5.201782e+06 7.539546e+06 2.348122e+06 4.257557e+06 1.043045e+05 3.591467e-01 3.658621e+02 0.000000e+00 
1.687392e+07 5.201776e+06 7.539546e+06 2.348122e+06 4.257556e+06 1.043045e+05 3.591466e-01 3.713201e+02 0.000000e+00 
1.687392e+07 5.201770e+06 7.539545e+06 2.348122e+06 4.257556e+06 1.043045e+05 3.591466e-01 3.768529e+02 0.000000e+00 
1.687392e+07 5.201764e+06 7.539545e+06 2.348122e+06 4.257556e+06 1.043045e+05 3.591465e-01 3.824749e+02 0.000000e+00 
1.687392e+07 5.201758e+06 7.539544e+06 2.348121e+06 4.257556e+06 1.043045e+05 3.591465e-01 3.881744e+02 0.000000e+00 
1.687392e+07 5.201752e+06 7.539544e+06 2.348121e+06 4.257555e+06 1.043045e+05 3.591465e-01 3.939608e+02 0.000000e+00 
1.687392e+07 5.201746e+06 7.539543e+06 2.348121e+06 4.257555e+06 1.043045e+05 3.591464e-01 3.998318e+02 0.000000e+00 
1.687392e+07 5.201739e+06 7.539543e+06 2.348121e+06 4.257555e+06 1.043044e+05 3.591464e-01 4.057942e+02 0.000000e+00 
1.687392e+07 5.201733e+06 7.539542e+06 2.348121e+06 4.257554e+06 1.043044e+05 3.591463e-01 4.118438e+02 0.000000e+00 
1.687392e+07 5.201726e+06 7.539542e+06 2.348121e+06 4.257554e+06 1.043044e+05 3.591463e-01 4.179806e+02 0.000000e+00 
1.687392e+07 5.201720e+06 7.539541e+06 2.348120e+06 4.257554e+06 1.043044e+05 3.591463e-01 4.242073e+02 0.000000e+00 
1.687392e+07 5.201713e+06 7.539541e+06 2.348120e+06 4.257553e+06 1.043044e+05 3.591462e-01 4.305248e+02 0.000000e+00 
1.687392e+07 5.201706e+06 7.539540e+06 2.348120e+06 4.257553e+06 1.043044e+05 3.591462e-01 4.369397e+02 0.000000e+00 
1.687392e+07 5.201699e+06 7.539540e+06 2.348120e+06 4.257553e+06 1.043044e+05 3.591461e-01 4.434495e+02 0.000000e+00 
1.687392e+07 5.201692e+06 7.539539e+06 2.348120e+06 4.257552e+06 1.043044e+05 3.591461e-01 4.500583e+02 0.000000e+00 
1.687392e+07 5.201685e+06 7.539538e+06 2.348120e+06 4.257552e+06 1.043044e+05 3.591460e-01 4.567575e+02 0.000000e+00 
1.687393e+07 5.201678e+06 7.539538e+06 2.348119e+06 4.257552e+06 1.043044e+05 3.591460e-01 4.635652e+02 0.000000e+00 
1.687393e+07 5.201671e+06 7.539537e+06 2.348119e+06 4.257551e+06 1.043044e+05 3.591459e-01 4.704697e+02 0.000000e+00 
1.687393e+07 5.201663e+06 7.539537e+06 2.348119e+06 4.257551e+06 1.043044e+05 3.591459e-01 4.774774e+02 0.000000e+00 
1.687393e+07 5.201656e+06 7.539536e+06 2.348119e+06 4.257551e+06 1.043044e+05 3.591458e-01 4.845801e+02 0.000000e+00 
1.687393e+07 5.201648e+06 7.539535e+06 2.348119e+06 4.257550e+06 1.043043e+05 3.591458e-01 4.917994e+02 0.000000e+00 
1.687393e+07 5.201640e+06 7.539535e+06 2.348118e+06 4.257550e+06 1.043043e+05 3.591457e-01 4.991217e+02 0.000000e+00 
1.687393e+07 5.201632e+06 7.539534e+06 2.348118e+06 4.257550e+06 1.043043e+05 3.591457e-01 5.065481e+02 0.000000e+00 
1.687393e+07 5.201624e+06 7.539533e+06 2.348118e+06 4.257549e+06 1.043043e+05 3.591456e-01 5.140935e+02 0.000000e+00 
1.687393e+07 5.201616e+06 7.539533e+06 2.348118e+06 4.257549e+06 1.043043e+05 3.591455e-01 5.217392e+02 0.000000e+00 
1.687393e+07 5.201608e+06 7.539532e+06 2.348118e+06 4.257548e+06 1.043043e+05 3.591455e-01 5.295085e+02 0.000000e+00 
1.687393e+07 5.201600e+06 7.539531e+06 2.348117e+06 4.257548e+06 1.043043e+05 3.591454e-01 5.373853e+02 0.000000e+00 
1.687393e+07 5.201591e+06 7.539531e+06 2.348117e+06 4.257548e+06 1.043043e+05 3.591454e-01 5.453862e+02 0.000000e+00 
1.687393e+07 5.201583e+06 7.539530e+06 2.348117e+06 4.257547e+06 1.043043e+05 3.591453e-01 5.534998e+02 0.000000e+00 
1.687393e+07 5.201574e+06 7.539529e+06 2.348117e+06 4.257547e+06 1.043043e+05 3.591452e-01 5.617366e+02 0.000000e+00 
1.687393e+07 5.201565e+06 7.539528e+06 2.348116e+06 4.257546e+06 1.043043e+05 3.591452e-01 5.700906e+02 0.000000e+00 
1.687393e+07 5.201556e+06 7.539528e+06 2.348116e+06 4.257546e+06 1.043042e+05 3.591451e-01 5.785730e+02 0.000000e+00 
1.687393e+07 5.201547e+06 7.539527e+06 2.348116e+06 4.257546e+06 1.043042e+05 3.591450e-01 5.871770e+02 0.000000e+00 
1.687393e+07 5.201538e+06 7.539526e+06 2.348116e+06 4.257545e+06 1.043042e+05 3.591449e-01 5.959132e+02 0.000000e+00 
1.687393e+07 5.201528e+06 7.539525e+06 2.348115e+06 4.257545e+06 1.043042e+05 3.591449e-01 6.047736e+02 0.000000e+00 
1.687393e+07 5.201519e+06 7.539525e+06 2.348115e+06 4.257544e+06 1.043042e+05 3.591448e-01 6.137686e+02 0.000000e+00 
1.687394e+07 5.201509e+06 7.539524e+06 2.348115e+06 4.257544e+06 1.043042e+05 3.591447e-01 6.228902e+02 0.000000e+00 
1.687394e+07 5.201499e+06 7.539523e+06 2.348115e+06 4.257543e+06 1.043042e+05 3.591446e-01 6.321553e+02 0.000000e+00 
1.687394e+07 5.201489e+06 7.539522e+06 2.348114e+06 4.257543e+06 1.043042e+05 3.591446e-01 6.415486e+02 0.000000e+00 
1.687394e+07 5.201479e+06 7.539521e+06 2.348114e+06 4.257542e+06 1.043042e+05 3.591445e-01 6.510853e+02 0.000000e+00 
1.687394e+07 5.201469e+06 7.539520e+06 2.348114e+06 4.257542e+06 1.043041e+05 3.591444e-01 6.607655e+02 0.000000e+00 
1.687394e+07 5.201458e+06 7.539520e+06 2.348114e+06 4.257541e+06 1.043041e+05 3.591443e-01 6.705818e+02 0.000000e+00 
1.687394e+07 5.201448e+06 7.539519e+06 2.348113e+06 4.257541e+06 1.043041e+05 3.591442e-01 6.805546e+02 0.000000e+00 
1.687394e+07 5.201437e+06 7.539518e+06 2.348113e+06 4.257540e+06 1.043041e+05 3.591441e-01 6.906678e+02 0.000000e+00 
1.687394e+07 5.201426e+06 7.539517e+06 2.348113e+06 4.257540e+06 1.043041e+05 3.591440e-01 7.009244e+02 0.000000e+00 
1.687394e+07 5.201415e+06 7.539516e+06 2.348113e+06 4.257539e+06 1.043041e+05 3.591440e-01 7.113365e+02 0.000000e+00 
1.687394e+07 5.201404e+06 7.539515e+06 2.348112e+06 4.257539e+06 1.043041e+05 3.591439e-01 7.219125e+02 0.000000e+00 
1.687394e+07 5.201393e+06 7.539514e+06 2.348112e+06 4.257538e+06 1.043041e+05 3.591438e-01 7.326324e+02 0.000000e+00 
1.687394e+07 5.201381e+06 7.539513e+06 2.348112e+06 4.257538e+06 1.043040e+05 3.591437e-01 7.435284e+02 0.000000e+00 
1.687394e+07 5.201369e+06 7.539512e+06 2.348111e+06 4.257537e+06 1.043040e+05 3.591436e-01 7.545831e+02 0.000000e+00 
1.687394e+07 5.201357e+06 7.539511e+06 2.348111e+06 4.257537e+06 1.043040e+05 3.591435e-01 7.657980e+02 0.000000e+00 
1.687395e+07 5.201345e+06 7.539510e+06 2.348111e+06 4.257536e+06 1.043040e+05 3.591434e-01 7.771786e+02 0.000000e+00 
1.687395e+07 5.201333e+06 7.539509e+06 2.348110e+06 4.257536e+06 1.043040e+05 3.591432e-01 7.887228e+02 0.000000e+00 
1.687395e+07 5.201321e+06 7.539508e+06 2.348110e+06 4.257535e+06 1.043040e+05 3.591431e-01 8.004420e+02 0.000000e+00 
1.687395e+07 5.201308e+06 7.539507e+06 2.348110e+06 4.257534e+06 1.043040e+05 3.591430e-01 8.123116e+02 0.000000e+00 
1.687395e+07 5.201295e+06 7.539506e+06 2.348109e+06 4.257534e+06 1.043039e+05 3.591429e-01 8.243768e+02 0.000000e+00 
1.687395e+07 5.201282e+06 7.539505e+06 2.348109e+06 4.257533e+06 1.043039e+05 3.591428e-01 8.366260e+02 0.000000e+00 
1.687395e+07 5.201269e+06 7.539504e+06 2.348109e+06 4.257533e+06 1.043039e+05 3.591427e-01 8.490603e+02 0.000000e+00 
1.687395e+07 5.201256e+06 7.539503e+06 2.348108e+06 4.257532e+06 1.043039e+05 3.591425e-01 8.616735e+02 0.000000e+00 
1.687395e+07 5.201242e+06 7.539502e+06 2.348108e+06 4.257531e+06 1.043039e+05 3.591424e-01 8.744760e+02 0.000000e+00 
1.687395e+07 5.201228e+06 7.539500e+06 2.348108e+06 4.257531e+06 1.043039e+05 3.591423e-01 8.874678e+02 0.000000e+00 
1.687395e+07 5.201214e+06 7.539499e+06 2.348107e+06 4.257530e+06 1.043039e+05 3.591421e-01 9.006546e+02 0.000000e+00 
1.687395e+07 5.201200e+06 7.539498e+06 2.348107e+06 4.257529e+06 1.043038e+05 3.591420e-01 9.140362e+02 0.000000e+00 
1.687396e+07 5.201186e+06 7.539497e+06 2.348107e+06 4.257529e+06 1.043038e+05 3.591419e-01 9.276338e+02 0.000000e+00 
1.687396e+07 5.201171e+06 7.539496e+06 2.348106e+06 4.257528e+06 1.043038e+05 3.591417e-01 9.414225e+02 0.000000e+00 
1.687396e+07 5.201156e+06 7.539494e+06 2.348106e+06 4.257527e+06 1.043038e+05 3.591416e-01 9.554211e+02 0.000000e+00 
1.687396e+07 5.201141e+06 7.539493e+06 2.348105e+06 4.257527e+06 1.043038e+05 3.591414e-01 9.696246e+02 0.000000e+00 
1.687396e+07 5.201126e+06 7.539492e+06 2.348105e+06 4.257526e+06 1.043038e+05 3.591413e-01 9.840510e+02 0.000000e+00 
1.687396e+07 5.201110e+06 7.539491e+06 2.348105e+06 4.257525e+06 1.043037e+05 3.591411e-01 9.986963e+02 0.000000e+00 
1.687396e+07 5.201095e+06 7.539489e+06 2.348104e+06 4.257524e+06 1.043037e+05 3.591410e-01 1.013543e+03 0.000000e+00 
1.687396e+07 5.201079e+06 7.539488e+06 2.348104e+06 4.257524e+06 1.043037e+05 3.591408e-01 1.028634e+03 0.000000e+00 
1.687396e+07 5.201062e+06 7.539487e+06 2.348103e+06 4.257523e+06 1.043037e+05 3.591406e-01 1.043934e+03 0.000000e+00 
1.687396e+07 5.201046e+06 7.539485e+06 2.348103e+06 4.257522e+06 1.043037e+05 3.591405e-01 1.059449e+03 0.000000e+00 
1.687396e+07 5.201029e+06 7.539484e+06 2.348103e+06 4.257521e+06 1.043036e+05 3.591403e-01 1.075210e+03 0.000000e+00 
1.687397e+07 5.201012e+06 7.539482e+06 2.348102e+06 4.257520e+06 1.043036e+05 3.591401e-01 1.091196e+03 0.000000e+00 
1.687397e+07 5.200995e+06 7.539481e+06 2.348102e+06 4.257520e+06 1.043036e+05 3.591399e-01 1.107430e+03 0.000000e+00 
1.687397e+07 5.200977e+06 7.539480e+06 2.348101e+06 4.257519e+06 1.043036e+05 3.591397e-01 1.123918e+03 0.000000e+00 
1.687397e+07 5.200960e+06 7.539478e+06 2.348101e+06 4.257518e+06 1.043036e+05 3.591395e-01 1.140674e+03 0.000000e+00 
1.687397e+07 5.200942e+06 7.539477e+06 2.348100e+06 4.257517e+06 1.043035e+05 3.591393e-01 1.157668e+03 0.000000e+00 
1.687397e+07 5.200923e+06 7.539475e+06 2.348100e+06 4.257516e+06 1.043035e+05 3.591391e-01 1.174908e+03 0.000000e+00 
1.687397e+07 5.200905e+06 7.539473e+06 2.348099e+06 4.257515e+06 1.043035e+05 3.591389e-01 1.192393e+03 0.000000e+00 
1.687397e+07 5.200886e+06 7.539472e+06 2.348099e+06 4.257515e+06 1.043035e+05 3.591387e-01 1.210132e+03 0.000000e+00 
1.687397e+07 5.200867e+06 7.539470e+06 2.348098e+06 4.257514e+06 1.043035e+05 3.591385e-01 1.228136e+03 0.000000e+00 
1.687398e+07 5.200848e+06 7.539469e+06 2.348098e+06 4.257513e+06 1.043034e+05 3.591383e-01 1.246392e+03 0.000000e+00 
1.687398e+07 5.200828e+06 7.539467e+06 2.348097e+06 4.257512e+06 1.043034e+05 3.591380e-01 1.264902e+03 0.000000e+00 
1.687398e+07 5.200808e+06 7.539465e+06 2.348097e+06 4.257511e+06 1.043034e+05 3.591378e-01 1.283698e+03 0.000000e+00 
1.687398e+07 5.200788e+06 7.539464e+06 2.348096e+06 4.257510e+06 1.043034e+05 3.591375e-01 1.302743e+03 0.000000e+00 
1.687398e+07 5.200767e+06 7.539462e+06 2.348096e+06 4.257509e+06 1.043033e+05 3.591373e-01 1.322064e+03 0.000000e+00 
1.687398e+07 5.200746e+06 7.539460e+06 2.348095e+06 4.257508e+06 1.043033e+05 3.591370e-01 1.341676e+03 0.000000e+00 
1.687398e+07 5.200725e+06 7.539459e+06 2.348095e+06 4.257507e+06 1.043033e+05 3.591368e-01 1.361567e+03 0.000000e+00 
1.687398e+07 5.200704e+06 7.539457e+06 2.348094e+06 4.257506e+06 1.043033e+05 3.591365e-01 1.381771e+03 0.000000e+00 
1.687399e+07 5.200682e+06 7.539455e+06 2.348094e+06 4.257505e+06 1.043032e+05 3.591362e-01 1.402298e+03 0.000000e+00 
1.687399e+07 5.200660e+06 7.539453e+06 2.348093e+06 4.257504e+06 1.043032e+05 3.591360e-01 1.423125e+03 0.000000e+00 
1.687399e+07 5.200638e+06 7.539451e+06 2.348092e+06 4.257503e+06 1.043032e+05 3.591357e-01 1.444326e+03 0.000000e+00 
1.687399e+07 5.200615e+06 7.539449e+06 2.348092e+06 4.257502e+06 1.043032e+05 3.591354e-01 1.465806e+03 0.000000e+00 
1.687399e+07 5.200592e+06 7.539447e+06 2.348091e+06 4.257501e+06 1.043031e+05 3.591351e-01 1.487549e+03 0.000000e+00 
1.687399e+07 5.200568e+06 7.539445e+06 2.348091e+06 4.257500e+06 1.043031e+05 3.591348e-01 1.509534e+03 0.000000e+00 
1.687399e+07 5.200545e+06 7.539443e+06 2.348090e+06 4.257499e+06 1.043031e+05 3.591345e-01 1.531821e+03 0.000000e+00 
1.687400e+07 5.200521e+06 7.539441e+06 2.348089e+06 4.257497e+06 1.043031e+05 3.591341e-01 1.554503e+03 0.000000e+00 
1.687400e+07 5.200496e+06 7.539439e+06 2.348089e+06 4.257496e+06 1.043030e+05 3.591338e-01 1.577604e+03 0.000000e+00 
1.687400e+07 5.200471e+06 7.539437e+06 2.348088e+06 4.257495e+06 1.043030e+05 3.591335e-01 1.601054e+03 0.000000e+00 
1.687400e+07 5.200446e+06 7.539435e+06 2.348087e+06 4.257494e+06 1.043030e+05 3.591331e-01 1.624792e+03 0.000000e+00 
1.687400e+07 5.200421e+06 7.539433e+06 2.348087e+06 4.257493e+06 1.043030e+05 3.591328e-01 1.648831e+03 0.000000e+00 
1.687400e+07 5.200395e+06 7.539431e+06 2.348086e+06 4.257491e+06 1.043029e+05 3.591324e-01 1.673222e+03 0.000000e+00 
1.687400e+07 5.200368e+06 7.539429e+06 2.348085e+06 4.257490e+06 1.043029e+05 3.591320e-01 1.697996e+03 0.000000e+00 
1.687401e+07 5.200342e+06 7.539427e+06 2.348085e+06 4.257489e+06 1.043029e+05 3.591316e-01 1.723151e+03 0.000000e+00 
1.687401e+07 5.200315e+06 7.539424e+06 2.348084e+06 4.257488e+06 1.043028e+05 3.591312e-01 1.748685e+03 0.000000e+00 
1.687401e+07 5.200287e+06 7.539422e+06 2.348083e+06 4.257486e+06 1.043028e+05 3.591308e-01 1.774612e+03 0.000000e+00 
1.687401e+07 5.200259e+06 7.539420e+06 2.348083e+06 4.257485e+06 1.043028e+05 3.591304e-01 1.800953e+03 0.000000e+00 
1.687401e+07 5.200231e+06 7.539417e+06 2.348082e+06 4.257484e+06 1.043027e+05 3.591300e-01 1.827687e+03 0.000000e+00 
1.687402e+07 5.200202e+06 7.539415e+06 2.348081e+06 4.257482e+06 1.043027e+05 3.591296e-01 1.854824e+03 0.000000e+00 
1.687402e+07 5.200173e+06 7.539413e+06 2.348080e+06 4.257481e+06 1.043027e+05 3.591291e-01 1.882360e+03 0.000000e+00 
1.687402e+07 5.200143e+06 7.539410e+06 2.348080e+06 4.257480e+06 1.043026e+05 3.591287e-01 1.910346e+03 0.000000e+00 
1.687402e+07 5.200113e+06 7.539408e+06 2.348079e+06 4.257478e+06 1.043026e+05 3.591282e-01 1.938754e+03 0.000000e+00 
1.687402e+07 5.200082e+06 7.539405e+06 2.348078e+06 4.257477e+06 1.043026e+05 3.591277e-01 1.967602e+03 0.000000e+00 
1.687402e+07 5.200051e+06 7.539402e+06 2.348077e+06 4.257475e+06 1.043025e+05 3.591272e-01 1.996912e+03 0.000000e+00 
1.687403e+07 5.200020e+06 7.539400e+06 2.348076e+06 4.257474e+06 1.043025e+05 3.591267e-01 2.026633e+03 0.000000e+00 
1.687403e+07 5.199988e+06 7.539397e+06 2.348076e+06 4.257472e+06 1.043025e+05 3.591262e-01 2.056828e+03 0.000000e+00 
1.687403e+07 5.199955e+06 7.539394e+06 2.348075e+06 4.257471e+06 1.043024e+05 3.591256e-01 2.087462e+03 0.000000e+00 
1.687403e+07 5.199922e+06 7.539392e+06 2.348074e+06 4.257469e+06 1.043024e+05 3.591251e-01 2.118542e+03 0.000000e+00 
1.687403e+07 5.199889e+06 7.539389e+06 2.348073e+06 4.257468e+06 1.043023e+05 3.591245e-01 2.150066e+03 0.000000e+00 
1.687404e+07 5.199855e+06 7.539386e+06 2.348072e+06 4.257466e+06 1.043023e+05 3.591239e-01 2.182075e+03 0.000000e+00 
1.687404e+07 5.199820e+06 7.539383e+06 2.348071e+06 4.257464e+06 1.043023e+05 3.591234e-01 2.214548e+03 0.000000e+00 
1.687404e+07 5.199785e+06 7.539380e+06 2.348070e+06 4.257463e+06 1.043022e+05 3.591227e-01 2.247488e+03 0.000000e+00 
1.687404e+07 5.199750e+06 7.539377e+06 2.348069e+06 4.257461e+06 1.043022e+05 3.591221e-01 2.280904e+03 0.000000e+00 
1.687404e+07 5.199714e+06 7.539374e+06 2.348068e+06 4.257459e+06 1.043022e+05 3.591215e-01 2.314834e+03 0.000000e+00 
1.687405e+07 5.199677e+06 7.539371e+06 2.348067e+06 4.257458e+06 1.043021e+05 3.591208e-01 2.349218e+03 0.000000e+00 
